loanID,origChannel,sellerName,origIntRate,orgUPB,orgLoanTerm,orginationDate,firstPaymentDate,orgLTV,orgCombinedLTV,numBorrowers,orgDebttoIncomeRatio,borrowerCreditScoreAtOrigination,firstTimeHomeBuyer,loanPurpose,propType,numUnits,occType,propertyState,zipCodeShort,priMortgageInsurancePercent,prodType,coBorrowerCreditScoreAtOrigination,mortInsType,reloMortIndicator,delinquency
100007365142,R,JPMORGAN CHASE BANK  NA,8.0,75000,360,12/1999,02/2000,79,,1.0,62.0,763.0,N,R,SF,1,P,PA,173,,FRM,,,N,More than 90 d
100007386460,B,JPMORGAN CHASE BANK  NA,7.875,55000,180,01/2000,03/2000,69,,1.0,12.0,633.0,N,R,CO,1,P,MD,208,,FRM,,,N,More than 90 d
100023274028,R,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,8.0,130000,360,01/2000,03/2000,61,,2.0,34.0,646.0,N,P,SF,1,P,GA,300,,FRM,782.0,,N,not delinquent
100026859568,C,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,8.375,107000,360,02/2000,04/2000,95,,1.0,37.0,676.0,N,P,SF,1,P,MO,633,25.0,FRM,,1.0,N,More than 90 d
100028993931,R,WELLS FARGO BANK  N.A.,8.0,37000,180,02/2000,04/2000,63,,1.0,25.0,518.0,N,C,SF,1,P,NC,286,,FRM,,,N,More than 90 d
100035719682,R,JP MORGAN CHASE BANK  NA,8.0,60000,360,01/2000,03/2000,97,,1.0,39.0,603.0,Y,P,SF,1,P,MI,491,35.0,FRM,,1.0,N,More than 90 d
100048724218,B,JPMORGAN CHASE BANK  NA,7.75,153000,360,12/1999,02/2000,80,,1.0,45.0,761.0,N,P,SF,1,S,OR,977,,FRM,,,N,90 days
100057706656,B,FLAGSTAR BANK  FSB,8.25,137000,360,12/1999,02/2000,80,,1.0,34.0,747.0,N,P,SF,1,P,OH,450,,FRM,,,N,90 days
100079064875,R,GMAC MORTGAGE  LLC,8.375,175000,360,01/2000,03/2000,80,,2.0,48.0,772.0,N,P,SF,1,P,CO,812,,FRM,791.0,,N,More than 90 d
100088638564,R,USAA FEDERAL SAVINGS BANK,8.25,202000,360,01/2000,03/2000,80,,2.0,41.0,706.0,N,P,SF,1,P,OH,442,,FRM,686.0,,N,More than 90 d
100094030068,C,CITIMORTGAGE  INC.,7.75,152000,360,11/1999,01/2000,85,,1.0,41.0,604.0,N,R,SF,1,P,NV,891,25.0,FRM,,1.0,N,90 days
100100228738,R,JPMORGAN CHASE BANK  NA,8.0,84000,360,01/2000,03/2000,75,,2.0,57.0,676.0,N,P,SF,1,P,IN,462,,FRM,671.0,,N,60 days
100119700071,R,WELLS FARGO BANK  N.A.,8.125,126000,360,11/1999,01/2000,95,,2.0,19.0,680.0,Y,P,SF,1,P,FL,333,30.0,FRM,653.0,1.0,N,90 days
100122893931,R,OTHER,7.5,90000,360,12/1999,02/2000,90,,1.0,23.0,688.0,Y,P,SF,1,P,HI,967,25.0,FRM,,1.0,N,More than 90 d
100132383737,C,BANK OF AMERICA  N.A.,7.625,165000,360,12/1999,02/2000,80,,2.0,25.0,646.0,N,R,SF,1,P,TN,370,,FRM,745.0,,N,More than 90 d
100135299882,R,BANK OF AMERICA  N.A.,8.125,129000,360,01/2000,03/2000,93,,2.0,36.0,668.0,Y,P,SF,1,P,LA,704,30.0,FRM,698.0,2.0,N,90 days
100138190869,R,CITIMORTGAGE  INC.,8.375,49000,360,01/2000,03/2000,31,,1.0,28.0,576.0,N,C,SF,1,P,CA,908,,FRM,,,N,More than 90 d
100151690382,R,JPMORGAN CHASE BANK  NA,8.125,155000,360,12/1999,02/2000,83,,2.0,29.0,630.0,N,P,SF,1,P,NY,125,17.0,FRM,647.0,1.0,N,More than 90 d
100162317966,C,JPMORGAN CHASE BANK  NA,7.875,82000,360,12/1999,02/2000,95,,1.0,49.0,758.0,Y,P,SF,1,P,TX,750,25.0,FRM,,1.0,N,More than 90 d
100178281207,R,WELLS FARGO BANK  N.A.,7.875,54000,360,12/1999,02/2000,80,,1.0,22.0,791.0,N,P,SF,1,P,FL,338,,FRM,,,N,More than 90 d
100185534396,C,FLAGSTAR BANK  FSB,7.875,153000,360,12/1999,01/2000,94,,1.0,33.0,800.0,N,P,SF,1,P,AL,352,25.0,FRM,,1.0,N,More than 90 d
100191284472,R,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.125,89000,360,12/1999,02/2000,97,,2.0,36.0,646.0,Y,P,SF,1,P,FL,342,30.0,FRM,,1.0,N,More than 90 d
100199760845,B,OTHER,7.625,180000,180,01/2000,03/2000,75,,2.0,38.0,755.0,N,C,CO,1,P,IL,606,,FRM,751.0,,N,More than 90 d
100201079370,B,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,8.875,59000,360,02/2000,04/2000,73,,2.0,36.0,678.0,N,R,SF,1,P,CA,954,,FRM,689.0,,N,More than 90 d
100205888542,R,OTHER,7.5,240000,360,01/2000,02/2000,80,,2.0,59.0,712.0,N,R,SF,1,P,VA,234,,FRM,741.0,,N,More than 90 d
100207354995,B,JPMORGAN CHASE BANK  NA,7.875,74000,360,01/2000,03/2000,80,,1.0,39.0,636.0,N,C,SF,1,P,ID,835,,FRM,,,N,More than 90 d
100223375008,R,BANK OF AMERICA  N.A.,8.25,121000,360,02/2000,04/2000,71,,3.0,24.0,665.0,N,P,PU,1,P,CA,957,,FRM,717.0,,N,More than 90 d
100244595640,B,OTHER,8.625,110000,360,02/2000,04/2000,88,,2.0,40.0,746.0,Y,P,SF,1,P,TX,762,25.0,FRM,752.0,1.0,N,More than 90 d
100247319272,B,FLAGSTAR BANK  FSB,8.0,147000,360,12/1999,02/2000,80,,2.0,31.0,768.0,N,P,SF,1,P,CA,917,,FRM,798.0,,N,More than 90 d
100249783497,R,JP MORGAN CHASE BANK  NA,7.625,108000,360,12/1999,02/2000,63,,1.0,16.0,748.0,N,P,SF,1,P,MI,493,,FRM,,,N,More than 90 d
100254682769,B,GMAC MORTGAGE  LLC,8.5,80000,180,02/2000,04/2000,80,,1.0,43.0,758.0,N,P,SF,1,I,TX,750,,FRM,,,N,More than 90 d
100267077513,C,CITIMORTGAGE  INC.,7.875,43000,360,12/1999,02/2000,35,,1.0,17.0,768.0,N,P,SF,1,P,OH,447,,FRM,,,N,More than 90 d
100268776682,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,7.625,60000,360,11/1999,01/2000,43,,2.0,21.0,740.0,N,P,SF,1,P,PA,156,,FRM,,,N,More than 90 d
100275814287,C,JPMORGAN CHASE BANK  NA,7.375,40000,360,12/1999,02/2000,58,,2.0,34.0,787.0,N,P,SF,1,P,MO,653,,FRM,787.0,,N,More than 90 d
100282003625,C,OTHER,8.375,42000,360,02/2000,04/2000,54,,1.0,23.0,784.0,N,P,SF,1,P,NY,140,,FRM,,,N,More than 90 d
100282946250,C,AMTRUST BANK,8.25,73000,360,12/1999,02/2000,27,,2.0,38.0,790.0,N,P,CO,1,I,SC,295,,FRM,785.0,,N,More than 90 d
100288146040,B,NETBANK FUNDING SERVICES,8.5,90000,360,02/2000,03/2000,90,,2.0,8.0,684.0,N,R,SF,1,P,LA,712,17.0,FRM,736.0,1.0,N,More than 90 d
100289940808,B,JPMORGAN CHASE BANK  NA,7.875,40000,360,10/1999,12/1999,66,,2.0,25.0,797.0,N,R,SF,1,P,IN,468,,FRM,797.0,,N,not delinquent
100292236815,R,OTHER,8.5,57000,360,02/2000,04/2000,95,,1.0,56.0,709.0,N,P,SF,1,P,MD,212,25.0,FRM,,1.0,N,More than 90 d
100295363099,R,WELLS FARGO BANK  N.A.,8.0,105000,360,12/1999,02/2000,42,,2.0,40.0,779.0,N,C,SF,1,P,NJ,88,,FRM,,,N,More than 90 d
100297620817,B,BANK OF AMERICA  N.A.,8.0,75000,360,02/2000,04/2000,79,,2.0,24.0,732.0,N,R,SF,1,P,OH,431,,FRM,748.0,,N,90 days
100317365859,R,OTHER,8.625,221000,360,02/2000,04/2000,80,,1.0,39.0,,N,P,SF,1,P,CA,951,,FRM,,,N,More than 90 d
100329180175,C,CITIMORTGAGE  INC.,7.875,184000,360,01/2000,03/2000,80,,2.0,54.0,741.0,N,C,SF,1,P,MN,550,,FRM,755.0,,N,More than 90 d
100330169730,C,SUNTRUST MORTGAGE INC.,7.875,144000,360,01/2000,03/2000,80,,2.0,37.0,680.0,N,C,SF,1,P,CO,805,,FRM,648.0,,N,More than 90 d
100334518350,C,AMTRUST BANK,7.25,270000,180,11/1999,01/2000,70,,2.0,11.0,713.0,N,P,SF,4,I,NY,113,,FRM,774.0,,N,More than 90 d
100339426081,B,JPMORGAN CHASE BANK  NA,7.75,153000,360,12/1999,02/2000,80,,2.0,41.0,700.0,N,P,SF,1,P,IL,600,,FRM,,,N,90 days
100355135394,C,JPMORGAN CHASE BANK  NA,8.0,224000,360,11/1999,01/2000,80,,2.0,36.0,776.0,N,R,SF,1,P,MO,640,,FRM,,,N,More than 90 d
100360488003,C,JPMORGAN CHASE BANK  NA,8.125,114000,360,01/2000,03/2000,95,,1.0,23.0,797.0,N,P,SF,1,P,GA,301,30.0,FRM,,1.0,N,More than 90 d
100362262689,R,OTHER,7.75,227000,360,12/1999,02/2000,77,,2.0,23.0,775.0,N,P,SF,1,P,IL,606,,FRM,730.0,,N,More than 90 d
100365391654,C,BANK OF AMERICA  N.A.,8.25,202000,360,12/1999,02/2000,80,,2.0,36.0,755.0,N,P,SF,1,P,MI,481,,FRM,743.0,,N,More than 90 d
100366510395,R,OTHER,7.875,63000,180,01/2000,03/2000,80,,1.0,29.0,635.0,N,C,SF,1,P,PR,6,,FRM,,,N,not delinquent
100369877930,R,WELLS FARGO BANK  N.A.,7.625,88000,180,01/2000,03/2000,50,,2.0,35.0,689.0,N,C,CO,1,P,NJ,88,,FRM,540.0,,N,More than 90 d
100377984203,B,OTHER,7.875,66000,360,12/1999,02/2000,80,,1.0,31.0,803.0,N,P,SF,1,P,IA,528,,FRM,,,N,More than 90 d
100382789040,B,BANK OF AMERICA  N.A.,8.25,91000,360,12/1999,02/2000,88,,2.0,44.0,703.0,N,R,SF,1,P,FL,349,25.0,FRM,678.0,1.0,N,More than 90 d
100392250518,B,BANK OF AMERICA  N.A.,7.75,86000,300,12/1999,02/2000,55,,2.0,48.0,726.0,N,R,SF,1,P,WI,531,,FRM,704.0,,N,90 days
100393376629,R,WELLS FARGO BANK  N.A.,7.625,50000,360,12/1999,02/2000,90,,1.0,37.0,716.0,Y,P,SF,1,P,GA,317,17.0,FRM,,1.0,N,More than 90 d
100394926109,B,OTHER,8.0,90000,360,12/1999,03/2000,72,,2.0,50.0,695.0,N,R,SF,1,P,OR,978,,FRM,,,N,More than 90 d
100399640918,R,SUNTRUST MORTGAGE INC.,7.625,164000,360,12/1999,02/2000,80,,2.0,41.0,787.0,N,P,SF,1,P,GA,301,,FRM,800.0,,N,More than 90 d
100408472956,B,OTHER,8.5,20000,120,03/2000,05/2000,90,,2.0,23.0,698.0,Y,P,SF,1,P,TX,792,12.0,FRM,677.0,1.0,N,More than 90 d
100415274181,R,GMAC MORTGAGE  LLC,7.75,91000,360,12/1999,02/2000,75,,1.0,49.0,776.0,N,P,SF,1,P,IL,622,,FRM,,,N,More than 90 d
100420937074,B,GMAC MORTGAGE  LLC,8.375,148000,360,01/2000,03/2000,80,,1.0,35.0,754.0,N,P,SF,1,S,FL,334,25.0,FRM,,1.0,N,More than 90 d
100426923444,C,BANK OF AMERICA  N.A.,8.375,92000,360,02/2000,04/2000,95,,1.0,46.0,631.0,N,P,PU,1,P,AZ,857,30.0,FRM,,1.0,N,More than 90 d
100437808415,C,OTHER,7.875,95000,360,02/2000,04/2000,90,,2.0,58.0,714.0,N,C,SF,1,P,CA,953,25.0,FRM,,1.0,N,More than 90 d
100442743596,C,CITIMORTGAGE  INC.,7.75,167000,360,02/2000,04/2000,42,,2.0,41.0,,N,P,SF,1,P,CO,801,,FRM,752.0,,Y,More than 90 d
100443596431,B,FLAGSTAR BANK  FSB,8.75,43000,360,02/2000,04/2000,94,,1.0,21.0,664.0,N,P,SF,1,P,IN,469,30.0,FRM,,1.0,N,More than 90 d
100444755884,R,CITIMORTGAGE  INC.,7.875,104000,360,01/2000,03/2000,79,,1.0,25.0,758.0,N,R,SF,1,P,WA,982,,FRM,,,N,More than 90 d
100454064189,R,BANK OF AMERICA  N.A.,7.125,186000,360,12/1999,02/2000,80,,2.0,18.0,718.0,Y,P,PU,1,P,PA,193,,FRM,787.0,,N,More than 90 d
100457851272,C,SUNTRUST MORTGAGE INC.,7.875,100000,360,01/2000,03/2000,42,,2.0,37.0,799.0,Y,P,SF,1,P,CO,800,,FRM,793.0,,N,More than 90 d
100476797747,B,JPMORGAN CHASE BANK  NA,9.25,39000,360,02/2000,04/2000,80,,1.0,51.0,720.0,N,P,PU,1,I,NV,894,,FRM,,,N,More than 90 d
100490311107,C,AMTRUST BANK,8.0,110000,360,12/1999,02/2000,53,,2.0,36.0,792.0,N,P,SF,1,I,CA,913,,FRM,778.0,,N,More than 90 d
100497777578,R,CITIMORTGAGE  INC.,8.25,104000,360,01/2000,03/2000,80,,1.0,19.0,716.0,N,P,SF,1,P,OH,441,,FRM,,,N,More than 90 d
100505121026,R,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,7.625,212000,360,11/1999,01/2000,80,,1.0,35.0,628.0,N,P,SF,1,P,WA,980,,FRM,,,N,More than 90 d
100536680291,B,NETBANK FUNDING SERVICES,7.875,88000,180,12/1999,02/2000,85,,2.0,21.0,637.0,N,C,SF,1,P,IL,604,12.0,FRM,619.0,1.0,N,60 days
100540852437,R,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,7.875,196000,360,01/2000,03/2000,95,,2.0,28.0,738.0,N,P,SF,1,P,GA,303,30.0,FRM,695.0,1.0,N,More than 90 d
100548001403,R,GMAC MORTGAGE  LLC,7.875,110000,360,02/2000,03/2000,44,,2.0,37.0,734.0,N,C,SF,1,P,CA,946,,FRM,620.0,,N,More than 90 d
100550260355,R,BISHOPS GATE RESIDENTIAL MORTGAGE TRUST,7.75,197000,360,12/1999,02/2000,90,,2.0,21.0,718.0,N,P,SF,1,P,NJ,70,25.0,FRM,727.0,1.0,N,More than 90 d
100557719427,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.875,115000,360,02/2000,04/2000,57,,1.0,15.0,772.0,N,P,SF,1,P,FL,330,,FRM,,,N,More than 90 d
100574295822,R,OTHER,8.625,66000,360,02/2000,04/2000,86,,2.0,30.0,769.0,Y,P,SF,1,P,IL,617,17.0,FRM,707.0,1.0,N,More than 90 d
100577572096,C,FLAGSTAR BANK  FSB,8.375,253000,360,02/2000,04/2000,49,,2.0,35.0,683.0,N,R,SF,1,P,TX,787,,FRM,741.0,,N,More than 90 d
100579898395,R,GMAC MORTGAGE  LLC,8.25,136000,360,02/2000,04/2000,80,,2.0,44.0,645.0,N,C,SF,1,P,AZ,860,,FRM,639.0,,N,not delinquent
100580287425,B,JPMORGAN CHASE BANK  NA,8.5,91000,360,11/1999,01/2000,97,,2.0,33.0,690.0,Y,P,SF,1,P,PA,170,18.0,FRM,763.0,1.0,N,More than 90 d
100583776378,C,BANK OF AMERICA  N.A.,8.25,157000,360,02/2000,04/2000,93,,2.0,42.0,757.0,N,P,SF,1,P,AR,727,25.0,FRM,738.0,1.0,N,More than 90 d
100589786707,R,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.5,150000,360,02/2000,04/2000,39,,2.0,20.0,737.0,N,P,SF,1,P,VA,240,,FRM,,,N,More than 90 d
100590794111,C,JPMORGAN CHASE BANK  NA,7.75,150000,360,11/1999,01/2000,78,,1.0,47.0,631.0,N,P,SF,1,P,IA,503,,FRM,,,N,More than 90 d
100616525466,R,OTHER,8.375,127000,360,01/2000,03/2000,95,,2.0,46.0,641.0,Y,P,SF,2,P,MA,18,35.0,FRM,691.0,1.0,N,90 days
100625423316,R,RBC MORTGAGE COMPANY,8.0,182000,360,01/2000,03/2000,95,,2.0,43.0,635.0,Y,P,SF,1,P,OR,972,30.0,FRM,704.0,1.0,N,More than 90 d
100628444347,R,JPMORGAN CHASE BANK  NA,7.75,220000,360,12/1999,02/2000,80,,2.0,34.0,723.0,N,P,SF,1,P,MA,19,,FRM,753.0,,N,More than 90 d
100629237294,R,JPMORGAN CHASE BANK  NA,7.625,99000,180,01/2000,03/2000,90,,2.0,40.0,797.0,N,P,PU,1,S,NY,147,12.0,FRM,,1.0,N,More than 90 d
100631412107,R,OTHER,7.0,68000,360,10/1999,12/1999,84,,1.0,43.0,719.0,N,P,SF,1,P,KY,402,17.0,FRM,,1.0,N,More than 90 d
100634701249,B,GMAC MORTGAGE  LLC,8.25,104000,360,02/2000,04/2000,80,,2.0,31.0,756.0,N,P,SF,1,P,FL,328,,FRM,768.0,,N,More than 90 d
100637204631,C,JPMORGAN CHASE BANK  NA,7.875,100000,360,01/2000,03/2000,72,,1.0,28.0,795.0,N,P,SF,1,P,TX,761,,FRM,,,N,More than 90 d
100639228475,R,CITIMORTGAGE  INC.,8.5,113000,360,02/2000,04/2000,97,,2.0,38.0,663.0,N,P,SF,1,S,UT,847,25.0,FRM,708.0,1.0,N,More than 90 d
100639428001,B,JPMORGAN CHASE BANK  NA,7.625,120000,360,12/1999,02/2000,80,,1.0,33.0,765.0,N,R,SF,1,P,CA,956,,FRM,,,N,More than 90 d
100640104918,R,OTHER,7.75,54000,360,11/1999,01/2000,95,,2.0,46.0,769.0,N,P,SF,1,P,PA,191,30.0,FRM,,1.0,N,More than 90 d
100642427354,C,SUNTRUST MORTGAGE INC.,7.75,200000,360,11/1999,01/2000,80,,2.0,45.0,691.0,N,P,PU,1,P,OK,730,,FRM,775.0,,N,More than 90 d
100643930470,R,BANK OF AMERICA  N.A.,9.0,58000,360,01/2000,03/2000,97,,2.0,43.0,653.0,Y,P,SF,1,P,IL,616,30.0,FRM,693.0,2.0,N,More than 90 d
100650934438,R,JPMORGAN CHASE BANK  NA,7.625,205000,360,12/1999,02/2000,70,,1.0,26.0,735.0,N,P,SF,1,P,MA,24,,FRM,,,N,90 days
100654236473,R,JP MORGAN CHASE BANK  NA,7.5,104000,360,12/1999,02/2000,90,,2.0,21.0,612.0,N,R,SF,1,P,LA,707,25.0,FRM,633.0,1.0,N,not delinquent
100656576801,B,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,8.25,103000,360,08/1999,10/1999,95,,2.0,17.0,679.0,N,P,SF,1,P,OH,452,25.0,FRM,773.0,1.0,N,More than 90 d
100684894476,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,7.875,229000,360,01/2000,03/2000,89,,1.0,48.0,693.0,N,R,SF,1,P,GA,312,25.0,FRM,,1.0,N,More than 90 d
100686307675,R,JPMORGAN CHASE BANK  NA,8.0,88000,360,12/1999,02/2000,80,,3.0,29.0,751.0,Y,P,SF,1,P,CA,922,,FRM,,,N,More than 90 d
100686355868,C,FLAGSTAR BANK  FSB,7.875,159000,360,01/2000,03/2000,95,,2.0,32.0,763.0,N,P,SF,1,S,NH,32,30.0,FRM,738.0,1.0,N,More than 90 d
100687390672,R,FLAGSTAR BANK  FSB,8.0,120000,360,11/1999,01/2000,77,,1.0,54.0,664.0,N,C,SF,1,P,CO,809,,FRM,,,N,not delinquent
100689986528,C,BANK OF AMERICA  N.A.,8.0,166000,360,12/1999,02/2000,80,,2.0,45.0,734.0,N,P,PU,1,P,CO,806,,FRM,734.0,,N,More than 90 d
100699795538,R,JP MORGAN CHASE BANK  NA,8.2,121000,360,01/2000,03/2000,95,,2.0,54.0,710.0,Y,P,SF,1,P,CO,802,30.0,FRM,,1.0,N,not delinquent
100701420646,C,AMTRUST BANK,7.625,235000,360,12/1999,02/2000,91,,2.0,36.0,707.0,N,P,SF,1,P,NY,117,25.0,FRM,678.0,1.0,N,90 days
100701667045,R,WELLS FARGO BANK  N.A.,7.875,105000,120,02/2000,04/2000,66,,2.0,13.0,682.0,N,C,SF,1,P,GA,301,,FRM,664.0,,N,More than 90 d
100718480713,R,OTHER,7.875,99000,360,11/1999,01/2000,90,,2.0,,727.0,N,R,SF,1,P,OH,442,25.0,FRM,726.0,1.0,N,More than 90 d
100733360727,C,JPMORGAN CHASE BANK  NA,7.5,55000,180,10/1999,12/1999,45,,2.0,31.0,661.0,N,C,SF,1,P,OR,973,,FRM,,,N,90 days
100750642671,R,BISHOPS GATE RESIDENTIAL MORTGAGE TRUST,7.75,218000,360,01/2000,04/2000,69,,2.0,44.0,699.0,N,P,SF,1,P,AZ,857,,FRM,763.0,,Y,More than 90 d
100761942176,R,JPMORGAN CHASE BANK  NA,7.75,225000,360,12/1999,02/2000,79,,2.0,22.0,680.0,N,P,PU,1,P,TX,762,,FRM,687.0,,N,90 days
100775189711,R,BISHOPS GATE RESIDENTIAL MORTGAGE TRUST,8.375,114000,360,02/2000,04/2000,95,,2.0,23.0,713.0,N,P,SF,1,P,PA,180,25.0,FRM,773.0,1.0,N,More than 90 d
100777430511,C,JPMORGAN CHASE BANK  NA,7.875,74000,360,11/1999,01/2000,78,,1.0,55.0,656.0,N,C,SF,1,P,CO,815,,FRM,,,N,More than 90 d
100798689396,R,REGIONS BANK,8.25,88000,360,11/1999,01/2000,80,,1.0,17.0,736.0,N,P,SF,1,P,AZ,850,,FRM,,,N,90 days
100809365885,R,OTHER,7.75,45000,180,02/2000,04/2000,49,,2.0,16.0,739.0,N,C,SF,1,P,LA,708,,FRM,774.0,,N,More than 90 d
100815793039,R,BANK OF AMERICA  N.A.,7.75,189000,360,02/2000,04/2000,80,,2.0,28.0,667.0,Y,P,SF,1,P,WA,980,,FRM,667.0,,N,More than 90 d
100823511205,B,BANK OF AMERICA  N.A.,8.375,90000,360,02/2000,04/2000,66,,1.0,27.0,711.0,N,R,SF,1,P,IA,528,,FRM,,,N,More than 90 d
100830557880,R,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.0,147000,360,12/1999,02/2000,97,,2.0,40.0,659.0,N,P,SF,1,P,GA,301,30.0,FRM,,1.0,N,More than 90 d
100835060099,C,CITIMORTGAGE  INC.,8.5,35000,180,01/2000,03/2000,26,,2.0,22.0,770.0,N,R,SF,1,P,MI,493,,FRM,789.0,,N,More than 90 d
100839802594,C,OTHER,7.625,113000,180,01/2000,03/2000,90,,2.0,30.0,685.0,N,R,SF,1,P,AZ,852,25.0,FRM,,1.0,N,More than 90 d
100849030809,R,WELLS FARGO BANK  N.A.,7.75,75000,180,01/2000,03/2000,62,,2.0,50.0,712.0,N,P,CO,1,P,FL,329,,FRM,803.0,,N,More than 90 d
100858171379,R,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.125,43000,360,01/2000,03/2000,35,,2.0,23.0,668.0,N,R,SF,3,I,MA,27,,FRM,,,N,90 days
100865523689,C,SUNTRUST MORTGAGE INC.,7.5,217000,360,12/1999,01/2000,76,,2.0,32.0,751.0,N,P,PU,1,P,CA,926,,FRM,762.0,,N,More than 90 d
100867121190,R,JPMORGAN CHASE BANK  NA,8.0,76000,360,12/1999,02/2000,95,,1.0,30.0,643.0,N,P,PU,1,P,MN,551,30.0,FRM,,1.0,N,More than 90 d
100879448120,R,CITIMORTGAGE  INC.,8.0,100000,360,01/2000,03/2000,60,,2.0,20.0,632.0,N,P,SF,1,P,NY,121,,FRM,787.0,,N,More than 90 d
100880457035,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.0,244000,360,12/1999,02/2000,65,,1.0,40.0,666.0,N,R,SF,1,P,WA,983,,FRM,,,N,More than 90 d
100883083293,R,BISHOPS GATE RESIDENTIAL MORTGAGE TRUST,8.375,76000,360,03/2000,05/2000,93,,1.0,47.0,641.0,N,P,SF,1,P,KY,421,25.0,FRM,,1.0,N,60 days
100885953820,C,SUNTRUST MORTGAGE INC.,6.875,90000,240,04/1999,06/1999,65,,1.0,39.0,744.0,N,R,SF,1,P,WV,254,,FRM,,,N,More than 90 d
100899429518,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.75,63000,360,02/2000,04/2000,80,,1.0,28.0,754.0,N,P,SF,1,P,FL,327,,FRM,,,N,More than 90 d
100912300684,R,OTHER,8.125,35000,180,03/2000,05/2000,60,,1.0,27.0,750.0,N,C,SF,1,P,IA,527,,FRM,,,N,More than 90 d
100914778958,R,OTHER,8.5,82000,360,02/2000,04/2000,97,,2.0,42.0,655.0,Y,P,SF,1,P,IN,463,25.0,FRM,643.0,1.0,N,More than 90 d
100932624602,C,CITIMORTGAGE  INC.,7.75,185000,360,01/2000,03/2000,90,,2.0,45.0,764.0,N,P,SF,1,P,UT,840,17.0,FRM,737.0,1.0,Y,More than 90 d
100940427589,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.25,125000,360,12/1999,02/2000,95,,1.0,28.0,620.0,N,P,SF,1,P,FL,328,30.0,FRM,,1.0,N,90 days
100947945019,C,JPMORGAN CHASE BANK  NA,7.75,80000,360,11/1999,01/2000,89,,2.0,37.0,742.0,N,P,SF,1,P,TN,381,17.0,FRM,735.0,1.0,N,90 days
100950441166,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.25,125000,360,11/1999,01/2000,58,,1.0,25.0,776.0,N,P,SF,1,P,NY,117,,FRM,,,N,More than 90 d
100951136007,R,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,7.375,174000,360,11/1999,01/2000,80,,2.0,30.0,723.0,N,P,SF,1,P,NY,110,,FRM,,,N,90 days
100953763237,B,JPMORGAN CHASE BANK  NA,7.875,216000,180,01/2000,03/2000,90,,2.0,55.0,773.0,N,P,SF,1,P,TX,751,12.0,FRM,664.0,1.0,N,More than 90 d
100955830321,R,OTHER,8.375,113000,360,03/2000,05/2000,90,,2.0,41.0,721.0,N,P,SF,1,P,IL,622,17.0,FRM,681.0,1.0,N,More than 90 d
100956826079,C,SUNTRUST MORTGAGE INC.,8.375,162000,360,01/2000,03/2000,70,,1.0,37.0,741.0,N,P,SF,1,P,UT,841,,FRM,,,N,More than 90 d
100957561920,C,JPMORGAN CHASE BANK  NA,8.0,94000,360,11/1999,01/2000,68,,2.0,39.0,775.0,N,P,SF,1,P,TX,783,,FRM,,,N,More than 90 d
100971217458,C,OTHER,7.875,43000,180,01/2000,03/2000,70,,1.0,22.0,750.0,N,R,SF,1,P,FL,344,,FRM,,,N,More than 90 d
100978828755,B,WASHTENAW MORTGAGE COMPANY,7.875,90000,240,12/1999,02/2000,80,,2.0,27.0,718.0,N,C,SF,1,P,IN,463,,FRM,778.0,,N,More than 90 d
100987653106,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.25,48000,180,11/1999,01/2000,80,,2.0,21.0,704.0,N,C,SF,1,P,SC,290,,FRM,,,N,More than 90 d
100988922819,B,FLAGSTAR BANK  FSB,8.75,97000,240,02/2000,04/2000,80,,2.0,38.0,689.0,N,C,SF,1,P,OH,441,,FRM,648.0,,N,More than 90 d
100989325865,R,GMAC MORTGAGE  LLC,8.0,85000,360,02/2000,04/2000,34,,2.0,30.0,791.0,N,P,SF,1,P,IN,463,,FRM,787.0,,Y,More than 90 d
100993568697,R,WELLS FARGO BANK  N.A.,8.0,160000,360,12/1999,02/2000,95,,1.0,33.0,669.0,N,P,SF,1,P,NJ,70,30.0,FRM,,1.0,N,not delinquent
101002934176,B,JPMORGAN CHASE BANK  NA,8.0,95000,360,11/1999,01/2000,95,,1.0,41.0,591.0,N,P,SF,1,P,NC,277,30.0,FRM,,1.0,N,not delinquent
101014180093,R,REGIONS BANK,7.875,106000,360,12/1999,02/2000,86,,1.0,30.0,733.0,N,P,SF,1,P,IN,477,25.0,FRM,,1.0,N,More than 90 d
