loanID,origChannel,sellerName,origIntRate,orgUPB,orgLoanTerm,orginationDate,firstPaymentDate,orgLTV,orgCombinedLTV,numBorrowers,orgDebttoIncomeRatio,borrowerCreditScoreAtOrigination,firstTimeHomeBuyer,loanPurpose,propType,numUnits,occType,propertyState,zipCodeShort,priMortgageInsurancePercent,prodType,coBorrowerCreditScoreAtOrigination,mortInsType,reloMortIndicator
100007365142,R,JPMORGAN CHASE BANK  NA,8,75000,360,12/1999,02/2000,79,,1,62,763,N,R,SF,1,P,PA,173,,FRM,,,N
100007386460,B,JPMORGAN CHASE BANK  NA,7.875,55000,180,01/2000,03/2000,69,,1,12,633,N,R,CO,1,P,MD,208,,FRM,,,N
100023274028,R,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,8,130000,360,01/2000,03/2000,61,,2,34,646,N,P,SF,1,P,GA,300,,FRM,782,,N
100026859568,C,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,8.375,107000,360,02/2000,04/2000,95,,1,37,676,N,P,SF,1,P,MO,633,25,FRM,,1,N
100028993931,R,WELLS FARGO BANK  N.A.,8,37000,180,02/2000,04/2000,63,,1,25,518,N,C,SF,1,P,NC,286,,FRM,,,N
100035719682,R,JP MORGAN CHASE BANK  NA,8,60000,360,01/2000,03/2000,97,,1,39,603,Y,P,SF,1,P,MI,491,35,FRM,,1,N
100048724218,B,JPMORGAN CHASE BANK  NA,7.75,153000,360,12/1999,02/2000,80,,1,45,761,N,P,SF,1,S,OR,977,,FRM,,,N
100057706656,B,FLAGSTAR BANK  FSB,8.25,137000,360,12/1999,02/2000,80,,1,34,747,N,P,SF,1,P,OH,450,,FRM,,,N
100079064875,R,GMAC MORTGAGE  LLC,8.375,175000,360,01/2000,03/2000,80,,2,48,772,N,P,SF,1,P,CO,812,,FRM,791,,N
100088638564,R,USAA FEDERAL SAVINGS BANK,8.25,202000,360,01/2000,03/2000,80,,2,41,706,N,P,SF,1,P,OH,442,,FRM,686,,N
100094030068,C,CITIMORTGAGE  INC.,7.75,152000,360,11/1999,01/2000,85,,1,41,604,N,R,SF,1,P,NV,891,25,FRM,,1,N
100100228738,R,JPMORGAN CHASE BANK  NA,8,84000,360,01/2000,03/2000,75,,2,57,676,N,P,SF,1,P,IN,462,,FRM,671,,N
100119700071,R,WELLS FARGO BANK  N.A.,8.125,126000,360,11/1999,01/2000,95,,2,19,680,Y,P,SF,1,P,FL,333,30,FRM,653,1,N
100122893931,R,OTHER,7.5,90000,360,12/1999,02/2000,90,,1,23,688,Y,P,SF,1,P,HI,967,25,FRM,,1,N
100132383737,C,BANK OF AMERICA  N.A.,7.625,165000,360,12/1999,02/2000,80,,2,25,646,N,R,SF,1,P,TN,370,,FRM,745,,N
100135299882,R,BANK OF AMERICA  N.A.,8.125,129000,360,01/2000,03/2000,93,,2,36,668,Y,P,SF,1,P,LA,704,30,FRM,698,2,N
100138190869,R,CITIMORTGAGE  INC.,8.375,49000,360,01/2000,03/2000,31,,1,28,576,N,C,SF,1,P,CA,908,,FRM,,,N
100151690382,R,JPMORGAN CHASE BANK  NA,8.125,155000,360,12/1999,02/2000,83,,2,29,630,N,P,SF,1,P,NY,125,17,FRM,647,1,N
100162317966,C,JPMORGAN CHASE BANK  NA,7.875,82000,360,12/1999,02/2000,95,,1,49,758,Y,P,SF,1,P,TX,750,25,FRM,,1,N
100178281207,R,WELLS FARGO BANK  N.A.,7.875,54000,360,12/1999,02/2000,80,,1,22,791,N,P,SF,1,P,FL,338,,FRM,,,N
100185534396,C,FLAGSTAR BANK  FSB,7.875,153000,360,12/1999,01/2000,94,,1,33,800,N,P,SF,1,P,AL,352,25,FRM,,1,N
100191284472,R,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.125,89000,360,12/1999,02/2000,97,,2,36,646,Y,P,SF,1,P,FL,342,30,FRM,,1,N
100199760845,B,OTHER,7.625,180000,180,01/2000,03/2000,75,,2,38,755,N,C,CO,1,P,IL,606,,FRM,751,,N
100201079370,B,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,8.875,59000,360,02/2000,04/2000,73,,2,36,678,N,R,SF,1,P,CA,954,,FRM,689,,N
100205888542,R,OTHER,7.5,240000,360,01/2000,02/2000,80,,2,59,712,N,R,SF,1,P,VA,234,,FRM,741,,N
100207354995,B,JPMORGAN CHASE BANK  NA,7.875,74000,360,01/2000,03/2000,80,,1,39,636,N,C,SF,1,P,ID,835,,FRM,,,N
100223375008,R,BANK OF AMERICA  N.A.,8.25,121000,360,02/2000,04/2000,71,,3,24,665,N,P,PU,1,P,CA,957,,FRM,717,,N
100244595640,B,OTHER,8.625,110000,360,02/2000,04/2000,88,,2,40,746,Y,P,SF,1,P,TX,762,25,FRM,752,1,N
100247319272,B,FLAGSTAR BANK  FSB,8,147000,360,12/1999,02/2000,80,,2,31,768,N,P,SF,1,P,CA,917,,FRM,798,,N
100249783497,R,JP MORGAN CHASE BANK  NA,7.625,108000,360,12/1999,02/2000,63,,1,16,748,N,P,SF,1,P,MI,493,,FRM,,,N
100254682769,B,GMAC MORTGAGE  LLC,8.5,80000,180,02/2000,04/2000,80,,1,43,758,N,P,SF,1,I,TX,750,,FRM,,,N
100267077513,C,CITIMORTGAGE  INC.,7.875,43000,360,12/1999,02/2000,35,,1,17,768,N,P,SF,1,P,OH,447,,FRM,,,N
100268776682,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,7.625,60000,360,11/1999,01/2000,43,,2,21,740,N,P,SF,1,P,PA,156,,FRM,,,N
100275814287,C,JPMORGAN CHASE BANK  NA,7.375,40000,360,12/1999,02/2000,58,,2,34,787,N,P,SF,1,P,MO,653,,FRM,787,,N
100282003625,C,OTHER,8.375,42000,360,02/2000,04/2000,54,,1,23,784,N,P,SF,1,P,NY,140,,FRM,,,N
100282946250,C,AMTRUST BANK,8.25,73000,360,12/1999,02/2000,27,,2,38,790,N,P,CO,1,I,SC,295,,FRM,785,,N
100288146040,B,NETBANK FUNDING SERVICES,8.5,90000,360,02/2000,03/2000,90,,2,8,684,N,R,SF,1,P,LA,712,17,FRM,736,1,N
100289940808,B,JPMORGAN CHASE BANK  NA,7.875,40000,360,10/1999,12/1999,66,,2,25,797,N,R,SF,1,P,IN,468,,FRM,797,,N
100292236815,R,OTHER,8.5,57000,360,02/2000,04/2000,95,,1,56,709,N,P,SF,1,P,MD,212,25,FRM,,1,N
100295363099,R,WELLS FARGO BANK  N.A.,8,105000,360,12/1999,02/2000,42,,2,40,779,N,C,SF,1,P,NJ,088,,FRM,,,N
100297620817,B,BANK OF AMERICA  N.A.,8,75000,360,02/2000,04/2000,79,,2,24,732,N,R,SF,1,P,OH,431,,FRM,748,,N
100317365859,R,OTHER,8.625,221000,360,02/2000,04/2000,80,,1,39,,N,P,SF,1,P,CA,951,,FRM,,,N
100329180175,C,CITIMORTGAGE  INC.,7.875,184000,360,01/2000,03/2000,80,,2,54,741,N,C,SF,1,P,MN,550,,FRM,755,,N
100330169730,C,SUNTRUST MORTGAGE INC.,7.875,144000,360,01/2000,03/2000,80,,2,37,680,N,C,SF,1,P,CO,805,,FRM,648,,N
100334518350,C,AMTRUST BANK,7.25,270000,180,11/1999,01/2000,70,,2,11,713,N,P,SF,4,I,NY,113,,FRM,774,,N
100339426081,B,JPMORGAN CHASE BANK  NA,7.75,153000,360,12/1999,02/2000,80,,2,41,700,N,P,SF,1,P,IL,600,,FRM,,,N
100355135394,C,JPMORGAN CHASE BANK  NA,8,224000,360,11/1999,01/2000,80,,2,36,776,N,R,SF,1,P,MO,640,,FRM,,,N
100360488003,C,JPMORGAN CHASE BANK  NA,8.125,114000,360,01/2000,03/2000,95,,1,23,797,N,P,SF,1,P,GA,301,30,FRM,,1,N
100362262689,R,OTHER,7.75,227000,360,12/1999,02/2000,77,,2,23,775,N,P,SF,1,P,IL,606,,FRM,730,,N
100365391654,C,BANK OF AMERICA  N.A.,8.25,202000,360,12/1999,02/2000,80,,2,36,755,N,P,SF,1,P,MI,481,,FRM,743,,N
100366510395,R,OTHER,7.875,63000,180,01/2000,03/2000,80,,1,29,635,N,C,SF,1,P,PR,006,,FRM,,,N
100369877930,R,WELLS FARGO BANK  N.A.,7.625,88000,180,01/2000,03/2000,50,,2,35,689,N,C,CO,1,P,NJ,088,,FRM,540,,N
100377984203,B,OTHER,7.875,66000,360,12/1999,02/2000,80,,1,31,803,N,P,SF,1,P,IA,528,,FRM,,,N
100382789040,B,BANK OF AMERICA  N.A.,8.25,91000,360,12/1999,02/2000,88,,2,44,703,N,R,SF,1,P,FL,349,25,FRM,678,1,N
100392250518,B,BANK OF AMERICA  N.A.,7.75,86000,300,12/1999,02/2000,55,,2,48,726,N,R,SF,1,P,WI,531,,FRM,704,,N
100393376629,R,WELLS FARGO BANK  N.A.,7.625,50000,360,12/1999,02/2000,90,,1,37,716,Y,P,SF,1,P,GA,317,17,FRM,,1,N
100394926109,B,OTHER,8,90000,360,12/1999,03/2000,72,,2,50,695,N,R,SF,1,P,OR,978,,FRM,,,N
100399640918,R,SUNTRUST MORTGAGE INC.,7.625,164000,360,12/1999,02/2000,80,,2,41,787,N,P,SF,1,P,GA,301,,FRM,800,,N
100408472956,B,OTHER,8.5,20000,120,03/2000,05/2000,90,,2,23,698,Y,P,SF,1,P,TX,792,12,FRM,677,1,N
100415274181,R,GMAC MORTGAGE  LLC,7.75,91000,360,12/1999,02/2000,75,,1,49,776,N,P,SF,1,P,IL,622,,FRM,,,N
100420937074,B,GMAC MORTGAGE  LLC,8.375,148000,360,01/2000,03/2000,80,,1,35,754,N,P,SF,1,S,FL,334,25,FRM,,1,N
100426923444,C,BANK OF AMERICA  N.A.,8.375,92000,360,02/2000,04/2000,95,,1,46,631,N,P,PU,1,P,AZ,857,30,FRM,,1,N
100437808415,C,OTHER,7.875,95000,360,02/2000,04/2000,90,,2,58,714,N,C,SF,1,P,CA,953,25,FRM,,1,N
100442743596,C,CITIMORTGAGE  INC.,7.75,167000,360,02/2000,04/2000,42,,2,41,,N,P,SF,1,P,CO,801,,FRM,752,,Y
100443596431,B,FLAGSTAR BANK  FSB,8.75,43000,360,02/2000,04/2000,94,,1,21,664,N,P,SF,1,P,IN,469,30,FRM,,1,N
100444755884,R,CITIMORTGAGE  INC.,7.875,104000,360,01/2000,03/2000,79,,1,25,758,N,R,SF,1,P,WA,982,,FRM,,,N
100454064189,R,BANK OF AMERICA  N.A.,7.125,186000,360,12/1999,02/2000,80,,2,18,718,Y,P,PU,1,P,PA,193,,FRM,787,,N
100457851272,C,SUNTRUST MORTGAGE INC.,7.875,100000,360,01/2000,03/2000,42,,2,37,799,Y,P,SF,1,P,CO,800,,FRM,793,,N
100476797747,B,JPMORGAN CHASE BANK  NA,9.25,39000,360,02/2000,04/2000,80,,1,51,720,N,P,PU,1,I,NV,894,,FRM,,,N
100490311107,C,AMTRUST BANK,8,110000,360,12/1999,02/2000,53,,2,36,792,N,P,SF,1,I,CA,913,,FRM,778,,N
100497777578,R,CITIMORTGAGE  INC.,8.25,104000,360,01/2000,03/2000,80,,1,19,716,N,P,SF,1,P,OH,441,,FRM,,,N
100505121026,R,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,7.625,212000,360,11/1999,01/2000,80,,1,35,628,N,P,SF,1,P,WA,980,,FRM,,,N
100536680291,B,NETBANK FUNDING SERVICES,7.875,88000,180,12/1999,02/2000,85,,2,21,637,N,C,SF,1,P,IL,604,12,FRM,619,1,N
100540852437,R,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,7.875,196000,360,01/2000,03/2000,95,,2,28,738,N,P,SF,1,P,GA,303,30,FRM,695,1,N
100548001403,R,GMAC MORTGAGE  LLC,7.875,110000,360,02/2000,03/2000,44,,2,37,734,N,C,SF,1,P,CA,946,,FRM,620,,N
100550260355,R,BISHOPS GATE RESIDENTIAL MORTGAGE TRUST,7.75,197000,360,12/1999,02/2000,90,,2,21,718,N,P,SF,1,P,NJ,070,25,FRM,727,1,N
100557719427,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.875,115000,360,02/2000,04/2000,57,,1,15,772,N,P,SF,1,P,FL,330,,FRM,,,N
100574295822,R,OTHER,8.625,66000,360,02/2000,04/2000,86,,2,30,769,Y,P,SF,1,P,IL,617,17,FRM,707,1,N
100577572096,C,FLAGSTAR BANK  FSB,8.375,253000,360,02/2000,04/2000,49,,2,35,683,N,R,SF,1,P,TX,787,,FRM,741,,N
100579898395,R,GMAC MORTGAGE  LLC,8.25,136000,360,02/2000,04/2000,80,,2,44,645,N,C,SF,1,P,AZ,860,,FRM,639,,N
100580287425,B,JPMORGAN CHASE BANK  NA,8.5,91000,360,11/1999,01/2000,97,,2,33,690,Y,P,SF,1,P,PA,170,18,FRM,763,1,N
100583776378,C,BANK OF AMERICA  N.A.,8.25,157000,360,02/2000,04/2000,93,,2,42,757,N,P,SF,1,P,AR,727,25,FRM,738,1,N
100589786707,R,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.5,150000,360,02/2000,04/2000,39,,2,20,737,N,P,SF,1,P,VA,240,,FRM,,,N
100590794111,C,JPMORGAN CHASE BANK  NA,7.75,150000,360,11/1999,01/2000,78,,1,47,631,N,P,SF,1,P,IA,503,,FRM,,,N
100616525466,R,OTHER,8.375,127000,360,01/2000,03/2000,95,,2,46,641,Y,P,SF,2,P,MA,018,35,FRM,691,1,N
100625423316,R,RBC MORTGAGE COMPANY,8,182000,360,01/2000,03/2000,95,,2,43,635,Y,P,SF,1,P,OR,972,30,FRM,704,1,N
100628444347,R,JPMORGAN CHASE BANK  NA,7.75,220000,360,12/1999,02/2000,80,,2,34,723,N,P,SF,1,P,MA,019,,FRM,753,,N
100629237294,R,JPMORGAN CHASE BANK  NA,7.625,99000,180,01/2000,03/2000,90,,2,40,797,N,P,PU,1,S,NY,147,12,FRM,,1,N
100631412107,R,OTHER,7,68000,360,10/1999,12/1999,84,,1,43,719,N,P,SF,1,P,KY,402,17,FRM,,1,N
100634701249,B,GMAC MORTGAGE  LLC,8.25,104000,360,02/2000,04/2000,80,,2,31,756,N,P,SF,1,P,FL,328,,FRM,768,,N
100637204631,C,JPMORGAN CHASE BANK  NA,7.875,100000,360,01/2000,03/2000,72,,1,28,795,N,P,SF,1,P,TX,761,,FRM,,,N
100639228475,R,CITIMORTGAGE  INC.,8.5,113000,360,02/2000,04/2000,97,,2,38,663,N,P,SF,1,S,UT,847,25,FRM,708,1,N
100639428001,B,JPMORGAN CHASE BANK  NA,7.625,120000,360,12/1999,02/2000,80,,1,33,765,N,R,SF,1,P,CA,956,,FRM,,,N
100640104918,R,OTHER,7.75,54000,360,11/1999,01/2000,95,,2,46,769,N,P,SF,1,P,PA,191,30,FRM,,1,N
100642427354,C,SUNTRUST MORTGAGE INC.,7.75,200000,360,11/1999,01/2000,80,,2,45,691,N,P,PU,1,P,OK,730,,FRM,775,,N
100643930470,R,BANK OF AMERICA  N.A.,9,58000,360,01/2000,03/2000,97,,2,43,653,Y,P,SF,1,P,IL,616,30,FRM,693,2,N
100650934438,R,JPMORGAN CHASE BANK  NA,7.625,205000,360,12/1999,02/2000,70,,1,26,735,N,P,SF,1,P,MA,024,,FRM,,,N
100654236473,R,JP MORGAN CHASE BANK  NA,7.5,104000,360,12/1999,02/2000,90,,2,21,612,N,R,SF,1,P,LA,707,25,FRM,633,1,N
100656576801,B,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,8.25,103000,360,08/1999,10/1999,95,,2,17,679,N,P,SF,1,P,OH,452,25,FRM,773,1,N
100684894476,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,7.875,229000,360,01/2000,03/2000,89,,1,48,693,N,R,SF,1,P,GA,312,25,FRM,,1,N
100686307675,R,JPMORGAN CHASE BANK  NA,8,88000,360,12/1999,02/2000,80,,3,29,751,Y,P,SF,1,P,CA,922,,FRM,,,N
100686355868,C,FLAGSTAR BANK  FSB,7.875,159000,360,01/2000,03/2000,95,,2,32,763,N,P,SF,1,S,NH,032,30,FRM,738,1,N
100687390672,R,FLAGSTAR BANK  FSB,8,120000,360,11/1999,01/2000,77,,1,54,664,N,C,SF,1,P,CO,809,,FRM,,,N
100689986528,C,BANK OF AMERICA  N.A.,8,166000,360,12/1999,02/2000,80,,2,45,734,N,P,PU,1,P,CO,806,,FRM,734,,N
100699795538,R,JP MORGAN CHASE BANK  NA,8.2,121000,360,01/2000,03/2000,95,,2,54,710,Y,P,SF,1,P,CO,802,30,FRM,,1,N
100701420646,C,AMTRUST BANK,7.625,235000,360,12/1999,02/2000,91,,2,36,707,N,P,SF,1,P,NY,117,25,FRM,678,1,N
100701667045,R,WELLS FARGO BANK  N.A.,7.875,105000,120,02/2000,04/2000,66,,2,13,682,N,C,SF,1,P,GA,301,,FRM,664,,N
100718480713,R,OTHER,7.875,99000,360,11/1999,01/2000,90,,2,,727,N,R,SF,1,P,OH,442,25,FRM,726,1,N
100733360727,C,JPMORGAN CHASE BANK  NA,7.5,55000,180,10/1999,12/1999,45,,2,31,661,N,C,SF,1,P,OR,973,,FRM,,,N
100750642671,R,BISHOPS GATE RESIDENTIAL MORTGAGE TRUST,7.75,218000,360,01/2000,04/2000,69,,2,44,699,N,P,SF,1,P,AZ,857,,FRM,763,,Y
100761942176,R,JPMORGAN CHASE BANK  NA,7.75,225000,360,12/1999,02/2000,79,,2,22,680,N,P,PU,1,P,TX,762,,FRM,687,,N
100775189711,R,BISHOPS GATE RESIDENTIAL MORTGAGE TRUST,8.375,114000,360,02/2000,04/2000,95,,2,23,713,N,P,SF,1,P,PA,180,25,FRM,773,1,N
100777430511,C,JPMORGAN CHASE BANK  NA,7.875,74000,360,11/1999,01/2000,78,,1,55,656,N,C,SF,1,P,CO,815,,FRM,,,N
100798689396,R,REGIONS BANK,8.25,88000,360,11/1999,01/2000,80,,1,17,736,N,P,SF,1,P,AZ,850,,FRM,,,N
100809365885,R,OTHER,7.75,45000,180,02/2000,04/2000,49,,2,16,739,N,C,SF,1,P,LA,708,,FRM,774,,N
100815793039,R,BANK OF AMERICA  N.A.,7.75,189000,360,02/2000,04/2000,80,,2,28,667,Y,P,SF,1,P,WA,980,,FRM,667,,N
100823511205,B,BANK OF AMERICA  N.A.,8.375,90000,360,02/2000,04/2000,66,,1,27,711,N,R,SF,1,P,IA,528,,FRM,,,N
100830557880,R,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8,147000,360,12/1999,02/2000,97,,2,40,659,N,P,SF,1,P,GA,301,30,FRM,,1,N
100835060099,C,CITIMORTGAGE  INC.,8.5,35000,180,01/2000,03/2000,26,,2,22,770,N,R,SF,1,P,MI,493,,FRM,789,,N
100839802594,C,OTHER,7.625,113000,180,01/2000,03/2000,90,,2,30,685,N,R,SF,1,P,AZ,852,25,FRM,,1,N
100849030809,R,WELLS FARGO BANK  N.A.,7.75,75000,180,01/2000,03/2000,62,,2,50,712,N,P,CO,1,P,FL,329,,FRM,803,,N
100858171379,R,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.125,43000,360,01/2000,03/2000,35,,2,23,668,N,R,SF,3,I,MA,027,,FRM,,,N
100865523689,C,SUNTRUST MORTGAGE INC.,7.5,217000,360,12/1999,01/2000,76,,2,32,751,N,P,PU,1,P,CA,926,,FRM,762,,N
100867121190,R,JPMORGAN CHASE BANK  NA,8,76000,360,12/1999,02/2000,95,,1,30,643,N,P,PU,1,P,MN,551,30,FRM,,1,N
100879448120,R,CITIMORTGAGE  INC.,8,100000,360,01/2000,03/2000,60,,2,20,632,N,P,SF,1,P,NY,121,,FRM,787,,N
100880457035,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8,244000,360,12/1999,02/2000,65,,1,40,666,N,R,SF,1,P,WA,983,,FRM,,,N
100883083293,R,BISHOPS GATE RESIDENTIAL MORTGAGE TRUST,8.375,76000,360,03/2000,05/2000,93,,1,47,641,N,P,SF,1,P,KY,421,25,FRM,,1,N
100885953820,C,SUNTRUST MORTGAGE INC.,6.875,90000,240,04/1999,06/1999,65,,1,39,744,N,R,SF,1,P,WV,254,,FRM,,,N
100899429518,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.75,63000,360,02/2000,04/2000,80,,1,28,754,N,P,SF,1,P,FL,327,,FRM,,,N
100912300684,R,OTHER,8.125,35000,180,03/2000,05/2000,60,,1,27,750,N,C,SF,1,P,IA,527,,FRM,,,N
100914778958,R,OTHER,8.5,82000,360,02/2000,04/2000,97,,2,42,655,Y,P,SF,1,P,IN,463,25,FRM,643,1,N
100932624602,C,CITIMORTGAGE  INC.,7.75,185000,360,01/2000,03/2000,90,,2,45,764,N,P,SF,1,P,UT,840,17,FRM,737,1,Y
100940427589,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.25,125000,360,12/1999,02/2000,95,,1,28,620,N,P,SF,1,P,FL,328,30,FRM,,1,N
100947945019,C,JPMORGAN CHASE BANK  NA,7.75,80000,360,11/1999,01/2000,89,,2,37,742,N,P,SF,1,P,TN,381,17,FRM,735,1,N
100950441166,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.25,125000,360,11/1999,01/2000,58,,1,25,776,N,P,SF,1,P,NY,117,,FRM,,,N
100951136007,R,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,7.375,174000,360,11/1999,01/2000,80,,2,30,723,N,P,SF,1,P,NY,110,,FRM,,,N
100953763237,B,JPMORGAN CHASE BANK  NA,7.875,216000,180,01/2000,03/2000,90,,2,55,773,N,P,SF,1,P,TX,751,12,FRM,664,1,N
100955830321,R,OTHER,8.375,113000,360,03/2000,05/2000,90,,2,41,721,N,P,SF,1,P,IL,622,17,FRM,681,1,N
100956826079,C,SUNTRUST MORTGAGE INC.,8.375,162000,360,01/2000,03/2000,70,,1,37,741,N,P,SF,1,P,UT,841,,FRM,,,N
100957561920,C,JPMORGAN CHASE BANK  NA,8,94000,360,11/1999,01/2000,68,,2,39,775,N,P,SF,1,P,TX,783,,FRM,,,N
100971217458,C,OTHER,7.875,43000,180,01/2000,03/2000,70,,1,22,750,N,R,SF,1,P,FL,344,,FRM,,,N
100978828755,B,WASHTENAW MORTGAGE COMPANY,7.875,90000,240,12/1999,02/2000,80,,2,27,718,N,C,SF,1,P,IN,463,,FRM,778,,N
100987653106,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.25,48000,180,11/1999,01/2000,80,,2,21,704,N,C,SF,1,P,SC,290,,FRM,,,N
100988922819,B,FLAGSTAR BANK  FSB,8.75,97000,240,02/2000,04/2000,80,,2,38,689,N,C,SF,1,P,OH,441,,FRM,648,,N
100989325865,R,GMAC MORTGAGE  LLC,8,85000,360,02/2000,04/2000,34,,2,30,791,N,P,SF,1,P,IN,463,,FRM,787,,Y
100993568697,R,WELLS FARGO BANK  N.A.,8,160000,360,12/1999,02/2000,95,,1,33,669,N,P,SF,1,P,NJ,070,30,FRM,,1,N
101002934176,B,JPMORGAN CHASE BANK  NA,8,95000,360,11/1999,01/2000,95,,1,41,591,N,P,SF,1,P,NC,277,30,FRM,,1,N
101014180093,R,REGIONS BANK,7.875,106000,360,12/1999,02/2000,86,,1,30,733,N,P,SF,1,P,IN,477,25,FRM,,1,N
101021406343,B,JPMORGAN CHASE BANK  NA,8,111000,360,12/1999,02/2000,86,,1,44,752,N,R,SF,1,P,GA,301,17,FRM,,1,N
101025315288,C,NETBANK FUNDING SERVICES,8.375,53000,360,01/2000,03/2000,38,,2,29,776,N,R,SF,1,P,MN,558,,FRM,756,,N
101030909038,R,OTHER,7.25,176000,360,12/1999,01/2000,80,,2,,626,N,R,SF,1,P,MD,207,,FRM,612,,N
101043900648,B,OTHER,8.875,220000,360,02/2000,04/2000,90,,2,42,646,N,P,SF,1,P,CA,934,25,FRM,651,1,N
101058822726,C,JPMORGAN CHASE BANK  NA,8.375,63000,360,12/1999,02/2000,97,,1,38,764,N,P,SF,1,P,FL,334,18,FRM,,1,N
101062960949,R,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,7.875,110000,360,12/1999,01/2000,77,,1,29,721,N,P,SF,1,P,CT,069,,FRM,,,N
101072903974,R,JP MORGAN CHASE BANK  NA,7.45,73000,360,01/2000,03/2000,47,,2,37,727,N,P,SF,1,S,MI,493,,FRM,741,,N
101074197668,R,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.25,125000,360,01/2000,03/2000,73,,1,38,712,N,P,SF,1,P,IN,461,,FRM,,,N
101079049274,C,CITIMORTGAGE  INC.,8.25,150000,360,12/1999,02/2000,95,,2,37,734,N,P,SF,1,P,IL,605,30,FRM,,1,N
101081695179,B,BANK OF AMERICA  N.A.,7.25,188000,360,01/2000,03/2000,80,,2,28,620,N,R,SF,1,P,PA,183,,FRM,662,,N
101084900388,C,FLAGSTAR BANK  FSB,7.75,74000,360,11/1999,01/2000,80,,3,40,697,N,P,SF,1,P,TX,770,,FRM,713,,N
101088541525,R,OTHER,8.25,69000,360,01/2000,03/2000,80,,2,26,795,N,P,SF,1,S,FL,342,,FRM,788,,N
101094544832,R,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.25,253000,360,02/2000,04/2000,75,,2,36,764,Y,P,SF,1,P,NJ,070,,FRM,,,N
101113001139,R,OTHER,7.5,144000,360,11/1999,01/2000,90,,2,33,591,N,P,SF,1,P,AL,361,17,FRM,777,1,N
101120719384,R,GMAC MORTGAGE  LLC,7.875,129000,360,01/2000,03/2000,71,,2,45,783,N,R,SF,1,P,CA,930,,FRM,767,,N
101126852613,R,OTHER,7.125,78000,180,12/1999,02/2000,36,,2,43,734,N,C,SF,1,P,MA,023,,FRM,745,,N
101129523457,C,FLAGSTAR BANK  FSB,7.875,160000,360,11/1999,01/2000,80,,2,59,749,N,P,SF,1,P,CA,934,,FRM,752,,N
101136844532,B,JPMORGAN CHASE BANK  NATIONAL ASSOCIATION,8.5,64000,360,01/2000,03/2000,80,,3,32,653,N,P,SF,2,P,CA,925,,FRM,,,N
101139039168,R,JP MORGAN CHASE BANK  NA,7.9,100000,360,12/1999,02/2000,87,,1,31,734,N,P,SF,1,P,OH,453,25,FRM,,1,N
101146004112,R,GMAC MORTGAGE  LLC,8.25,50000,120,01/2000,03/2000,54,,1,14,686,N,R,SF,1,S,ME,044,,FRM,,,N
101151030635,C,SUNTRUST MORTGAGE INC.,7.375,149000,360,12/1999,02/2000,95,,1,34,771,N,P,SF,1,P,SC,294,30,FRM,,1,N
101153021562,B,GMAC MORTGAGE  LLC,7.75,70000,360,12/1999,02/2000,80,,2,52,719,N,P,SF,1,P,TX,760,,FRM,680,,N
101169300665,C,JPMORGAN CHASE BANK  NA,8.5,117000,360,02/2000,04/2000,77,,2,24,571,N,R,SF,1,P,UT,840,,FRM,644,,N
101176900175,C,AMTRUST BANK,7.875,150000,360,11/1999,01/2000,60,,2,13,714,N,P,CO,1,P,UT,840,,FRM,750,,N
101182966144,R,BANK OF AMERICA  N.A.,7.625,243000,240,12/1999,02/2000,68,,2,52,674,N,C,PU,1,P,CO,801,,FRM,667,,N
101185803585,R,OTHER,7.625,138000,360,12/1999,02/2000,70,,2,38,648,N,R,PU,1,S,TX,786,,FRM,,,N
101190925447,B,BANK OF AMERICA  N.A.,7.75,225000,180,02/2000,04/2000,69,,2,,708,N,P,SF,1,P,CT,064,,FRM,704,,N
101200237262,R,OTHER,7.625,85000,360,12/1999,02/2000,53,,2,27,654,N,P,SF,1,P,VT,054,,FRM,654,,N
101206189935,R,REGIONS BANK,7.625,127000,360,12/1999,02/2000,80,,2,31,716,N,P,SF,1,P,TX,759,,FRM,729,,N
101209119970,B,BANK OF AMERICA  N.A.,8.625,81000,360,01/2000,04/2000,85,,2,53,695,N,R,SF,1,P,PA,185,12,FRM,558,2,N
